Country,Region,Income_Group,Year,GDP_Per_Capita,GDP_Growth_Rate,Inflation_Rate,Unemployment_Rate,Life_Expectancy,Education_Spend_PCT_GDP,Health_Spend_PCT_GDP,Exports_PCT_GDP,CO2_Emissions_Per_Capita,Internet_Users_PCT,Population
Morocco,Africa,Lower middle income,2018,12825.05,7.83,8.15,10.05,69.2,2.61,1.0,29.92,0.1,42.38,277108070.0
Morocco,Africa,Lower middle income,2019,9127.74,5.5,10.01,9.89,71.5,3.67,4.24,6.32,5.47,46.94,71280505.0
Morocco,Africa,Lower middle income,2020,1406.02,-4.18,7.88,13.46,67.8,2.44,1.58,36.31,1.56,70.41,1198995550.0
Morocco,Africa,Lower middle income,2021,16356.91,7.92,6.21,6.83,70.2,2.55,2.88,23.02,2.84,74.93,611086958.0
Morocco,Africa,Lower middle income,2022,4402.21,1.32,12.37,10.14,62.7,2.73,3.67,28.54,3.31,54.13,360747017.0
Morocco,Africa,Lower middle income,2023,17934.04,7.64,4.93,7.47,65.5,1.96,1.36,28.94,2.21,63.43,667338249.0
Algeria,Africa,Lower middle income,2000,3900.0,4.18,9.22,10.08,64.7,5.3,1.0,37.89,2.81,20.2,624628396.0
Algeria,Africa,Lower middle income,2001,4305.13,10.39,9.78,6.83,66.1,1.85,1.29,17.82,1.89,13.61,673753534.0
Algeria,Africa,Lower middle income,2002,4221.36,4.04,3.56,8.32,62.8,3.83,3.48,28.99,0.76,25.21,52526816.0
Algeria,Africa,Lower middle income,2003,4436.15,4.39,6.39,9.85,66.6,2.53,4.15,28.93,0.33,40.77,1084270753.0
Algeria,Africa,Lower middle income,2004,4378.04,2.93,5.63,10.37,61.9,3.46,2.84,36.35,0.16,28.97,529751454.0
Algeria,Africa,Lower middle income,2005,5964.01,8.87,8.67,10.4,64.2,3.74,2.62,33.86,3.92,35.28,264158477.0
Algeria,Africa,Lower middle income,2006,5810.86,6.87,10.71,12.4,65.3,4.3,1.93,34.31,5.12,46.15,329310514.0
Algeria,Africa,Lower middle income,2007,5793.78,5.82,5.64,9.61,63.1,3.57,2.47,5.0,0.13,53.43,1210773916.0
Algeria,Africa,Lower middle income,2008,4993.15,3.14,10.45,13.93,66.9,2.64,1.0,22.81,1.97,33.12,997292324.0
Algeria,Africa,Lower middle income,2009,3405.21,-1.5,11.31,9.62,65.9,2.24,1.54,32.4,0.1,43.13,78844409.0
Algeria,Africa,Lower middle income,2010,9854.7,9.71,8.49,11.9,63.1,3.68,2.99,33.52,3.33,40.66,654054540.0
Algeria,Africa,Lower middle income,2011,5814.55,3.7,7.75,10.45,65.4,1.43,2.21,21.34,1.87,52.71,1205977125.0
Algeria,Africa,Lower middle income,2012,6179.99,3.91,9.61,8.34,67.0,2.82,4.17,9.23,0.1,26.62,525105756.0
Algeria,Africa,Lower middle income,2013,7104.2,4.72,8.98,10.88,66.3,1.1,2.64,28.29,3.12,62.03,774340577.0
Algeria,Africa,Lower middle income,2014,10140.35,7.06,3.83,8.88,68.3,2.58,4.91,30.88,0.1,46.32,89894160.0
Algeria,Africa,Lower middle income,2015,5917.44,2.82,10.36,6.65,63.0,4.25,1.0,21.2,2.72,46.91,1190708858.0
Algeria,Africa,Lower middle income,2016,9380.57,5.64,9.5,12.99,67.8,2.81,1.0,25.26,1.64,55.39,413880117.0
Algeria,Africa,Lower middle income,2017,6856.39,3.37,6.46,8.48,69.1,2.86,2.82,35.33,4.13,29.22,341213890.0
Algeria,Africa,Lower middle income,2018,7826.62,3.95,6.92,8.03,61.2,4.51,1.5,20.88,0.1,61.72,456835668.0
Algeria,Africa,Lower middle income,2019,11653.26,5.93,7.93,7.77,66.9,3.3,2.54,24.52,1.46,48.26,417827119.0
Algeria,Africa,Lower middle income,2020,6361.31,2.48,10.2,8.5,65.7,2.42,2.99,23.55,1.26,59.08,926186453.0
Algeria,Africa,Lower middle income,2021,15495.92,6.79,8.91,11.26,72.5,2.04,3.2,44.7,5.86,52.84,780685631.0
Algeria,Africa,Lower middle income,2022,27104.85,9.21,15.16,11.76,71.0,4.99,3.32,9.28,0.89,61.9,506388929.0
Algeria,Africa,Lower middle income,2023,14032.0,5.72,5.45,9.09,69.7,1.57,2.55,44.45,1.19,69.84,399229618.0
Malaysia,Asia,Upper middle income,2000,11000.0,3.35,5.01,7.11,72.9,4.85,4.58,5.96,4.03,55.44,1105319039.0
Malaysia,Asia,Upper middle income,2001,11776.27,7.06,6.58,4.48,72.1,5.45,5.64,14.19,3.05,49.09,181226397.0
Malaysia,Asia,Upper middle income,2002,11952.58,4.24,6.4,6.99,75.7,3.01,4.9,9.26,5.74,46.85,1099571702.0
Malaysia,Asia,Upper middle income,2003,12126.82,3.3,5.63,6.54,73.0,2.57,4.0,35.35,4.85,51.0,1047480283.0
Malaysia,Asia,Upper middle income,2004,12036.53,2.28,4.63,5.9,71.4,2.72,3.31,16.71,6.18,57.19,919722818.0
Malaysia,Asia,Upper middle income,2005,13053.25,3.48,4.58,7.54,75.1,4.9,3.59,16.62,3.62,56.53,804870589.0
Malaysia,Asia,Upper middle income,2006,16038.97,6.49,4.93,6.7,70.2,3.99,4.51,24.5,7.94,65.78,1062389869.0
Malaysia,Asia,Upper middle income,2007,12647.13,2.01,6.58,4.36,74.2,4.66,5.4,27.14,4.72,71.99,796492359.0
Malaysia,Asia,Upper middle income,2008,17097.88,5.67,9.97,4.32,71.4,3.15,3.91,20.18,5.49,75.66,351500383.0
Malaysia,Asia,Upper middle income,2009,16635.5,4.7,9.41,4.29,74.3,4.34,6.26,26.67,7.85,67.23,178522165.0
Malaysia,Asia,Upper middle income,2010,11248.49,0.22,4.62,5.65,72.8,3.07,4.2,9.86,6.1,69.17,913938311.0
Malaysia,Asia,Upper middle income,2011,10685.9,-0.26,5.87,6.85,76.8,2.39,4.91,8.77,0.24,64.16,192064007.0
Malaysia,Asia,Upper middle income,2012,27895.4,8.06,3.28,10.38,73.3,4.04,3.37,17.29,3.99,62.54,978729659.0
Malaysia,Asia,Upper middle income,2013,17155.4,3.48,9.46,2.13,74.4,4.04,4.58,19.71,5.14,85.12,571869350.0
Malaysia,Asia,Upper middle income,2014,13013.06,1.21,3.9,8.38,73.4,4.92,6.82,18.55,6.59,68.45,1095527068.0
Malaysia,Asia,Upper middle income,2015,43403.82,9.58,8.07,4.25,73.8,4.94,5.04,17.46,7.62,65.79,1331470578.0
Malaysia,Asia,Upper middle income,2016,6289.75,-3.43,3.47,5.5,75.0,4.29,4.74,31.35,2.95,85.1,409401436.0
Malaysia,Asia,Upper middle income,2017,25985.9,5.19,6.18,8.49,76.2,5.63,4.47,19.54,5.89,92.33,1173489757.0
Malaysia,Asia,Upper middle income,2018,7850.99,-1.86,6.6,6.19,75.8,4.94,5.29,41.65,4.64,88.25,1295498967.0
Malaysia,Asia,Upper middle income,2019,33355.39,6.01,3.47,6.59,75.2,2.88,2.37,36.29,5.1,85.6,257258223.0
Malaysia,Asia,Upper middle income,2020,19023.99,2.78,7.51,12.17,74.6,3.53,3.89,24.44,4.84,87.07,109814509.0
Malaysia,Asia,Upper middle income,2021,51994.08,7.68,8.21,2.05,74.2,4.23,7.55,13.65,2.39,77.9,808570274.0
Malaysia,Asia,Upper middle income,2022,38887.73,5.91,11.84,7.25,78.5,4.22,2.87,28.65,5.49,81.97,839760997.0
Malaysia,Asia,Upper middle income,2023,37148.27,5.43,5.54,6.64,74.5,4.69,4.05,21.4,2.48,93.28,506059290.0
Philippines,Asia,Lower middle income,2000,3400.0,4.83,10.15,9.99,66.7,4.46,2.12,23.13,5.84,39.44,701224931.0
Philippines,Asia,Lower middle income,2001,3416.41,0.48,7.58,10.7,63.7,3.87,3.46,21.61,0.1,13.41,303852417.0
Philippines,Asia,Lower middle income,2002,3409.05,0.13,10.01,12.54,64.6,2.7,3.68,39.74,2.32,21.02,733801897.0
Philippines,Asia,Lower middle income,2003,3466.06,0.64,8.75,7.94,64.3,2.77,5.34,14.57,0.1,34.0,1186169678.0
Philippines,Asia,Lower middle income,2004,4882.7,9.47,7.93,10.44,65.5,1.0,5.41,29.91,2.16,30.38,1118287051.0
Philippines,Asia,Lower middle income,2005,4547.88,5.99,8.46,7.11,64.7,1.94,4.83,42.39,0.79,24.77,788392616.0
Philippines,Asia,Lower middle income,2006,5121.41,7.07,6.91,9.61,63.2,2.15,4.45,25.33,0.73,32.84,588478309.0
Philippines,Asia,Lower middle income,2007,5448.11,6.97,8.98,13.41,66.7,3.62,1.64,35.15,3.51,28.54,415740452.0
Philippines,Asia,Lower middle income,2008,3615.48,0.77,10.79,10.73,68.5,3.18,1.0,15.41,0.1,31.62,1380353377.0
Philippines,Asia,Lower middle income,2009,4417.39,2.95,10.12,9.65,69.3,1.72,5.06,13.62,3.34,49.56,159989793.0
Philippines,Asia,Lower middle income,2010,4011.59,1.67,9.82,9.85,65.7,1.78,1.0,14.61,3.73,35.97,961706292.0
Philippines,Asia,Lower middle income,2011,5810.29,4.99,4.16,11.73,67.3,4.84,4.71,5.0,4.33,53.57,404896468.0
Philippines,Asia,Lower middle income,2012,6229.9,5.18,7.77,11.79,67.5,1.81,2.51,31.61,2.52,45.62,1205089619.0
Philippines,Asia,Lower middle income,2013,9586.56,8.3,8.54,8.97,66.9,2.23,1.0,22.2,1.26,45.87,493771667.0
Philippines,Asia,Lower middle income,2014,10667.46,8.51,9.1,11.65,63.6,2.84,2.58,22.19,0.27,42.54,786876395.0
Philippines,Asia,Lower middle income,2015,10858.91,8.05,5.14,5.36,64.9,4.86,2.97,17.79,3.07,56.74,791242368.0
Philippines,Asia,Lower middle income,2016,12516.85,8.49,7.84,11.35,68.6,3.51,4.67,36.04,1.25,55.42,544618769.0
Philippines,Asia,Lower middle income,2017,7012.96,4.35,7.05,8.7,71.4,2.89,2.95,27.84,6.7,72.19,755438381.0
Philippines,Asia,Lower middle income,2018,7794.47,4.72,8.02,10.61,66.5,3.19,2.78,24.06,1.86,38.86,1128790412.0
Philippines,Asia,Lower middle income,2019,9606.28,5.62,11.07,9.21,66.9,4.53,2.9,36.63,2.35,57.88,1282430806.0
Philippines,Asia,Lower middle income,2020,5196.18,2.14,7.81,15.47,67.5,4.28,2.84,16.41,2.86,51.95,700457242.0
Philippines,Asia,Lower middle income,2021,32577.34,11.36,5.56,9.42,65.9,2.48,2.16,19.7,4.37,55.97,796773562.0
Philippines,Asia,Lower middle income,2022,13153.93,6.34,13.62,12.19,70.8,4.87,2.25,17.82,3.07,65.08,1139183615.0
Philippines,Asia,Lower middle income,2023,19240.41,7.83,8.0,9.62,66.8,3.48,2.01,27.38,1.3,46.16,915164431.0
Singapore,Asia,High income,2000,59000.0,1.65,2.31,3.71,77.5,4.98,6.95,22.15,13.9,87.36,177574416.0
Singapore,Asia,High income,2001,61281.31,3.87,3.11,4.61,79.6,5.54,8.68,39.36,7.11,72.35,213793485.0
Singapore,Asia,High income,2002,60973.83,1.66,2.11,5.44,79.4,4.78,5.74,20.07,8.9,80.53,261273700.0
Singapore,Asia,High income,2003,59295.37,0.17,1.18,4.33,76.0,5.17,7.92,27.38,10.6,84.05,460701849.0
Singapore,Asia,High income,2004,68577.31,3.83,3.81,4.86,78.0,5.88,10.04,31.43,13.21,90.6,426759636.0
Singapore,Asia,High income,2005,71247.46,3.84,0.5,6.42,80.3,5.22,9.59,34.19,7.38,100.0,426046364.0
Singapore,Asia,High income,2006,68876.68,2.61,1.55,11.76,80.9,5.42,8.23,25.2,10.06,90.12,1128653489.0
Singapore,Asia,High income,2007,64931.63,1.38,6.54,1.0,81.0,6.76,9.82,16.67,12.78,98.11,869413425.0
Singapore,Asia,High income,2008,70749.66,2.3,6.26,3.64,80.8,6.83,8.12,21.39,10.19,89.73,1007442566.0
Singapore,Asia,High income,2009,55730.03,-0.63,8.94,3.53,77.8,4.35,7.34,27.63,9.06,100.0,560509301.0
Singapore,Asia,High income,2010,73235.46,2.18,4.95,6.17,80.6,5.98,8.96,15.7,7.16,92.97,1036556555.0
Singapore,Asia,High income,2011,72656.67,1.91,1.53,6.56,78.1,4.41,9.27,38.46,10.61,94.26,1390708517.0
Singapore,Asia,High income,2012,85555.03,3.15,0.5,3.33,79.4,5.62,7.79,29.62,9.58,96.41,56385099.0
Singapore,Asia,High income,2013,66377.99,0.91,2.09,6.05,82.6,5.12,7.78,37.12,10.37,95.83,547288220.0
Singapore,Asia,High income,2014,74025.5,1.63,6.06,3.72,77.0,5.9,9.37,30.34,8.72,100.0,1239453319.0
Singapore,Asia,High income,2015,71398.69,1.28,4.18,4.62,82.4,5.68,8.4,32.58,8.91,88.72,238564581.0
Singapore,Asia,High income,2016,31859.7,-3.78,1.82,4.84,82.5,5.23,9.52,8.2,9.89,87.2,1156989715.0
Singapore,Asia,High income,2017,59251.79,0.03,5.65,1.0,84.6,5.43,9.51,19.37,11.05,100.0,458275982.0
Singapore,Asia,High income,2018,118082.71,3.93,0.5,3.84,80.0,3.69,7.45,54.41,11.22,100.0,431195448.0
Singapore,Asia,High income,2019,117501.06,3.69,3.7,4.0,80.9,6.15,8.94,5.0,14.15,100.0,58723725.0
Singapore,Asia,High income,2020,20120.38,-5.24,3.25,10.57,81.8,4.34,8.76,25.36,12.85,100.0,479261961.0
Singapore,Asia,High income,2021,216806.79,6.39,0.71,5.14,82.0,3.98,8.93,24.17,12.83,100.0,497241279.0
Singapore,Asia,High income,2022,69315.99,0.74,7.36,5.45,84.9,6.76,8.91,25.25,8.67,100.0,1075228603.0
Singapore,Asia,High income,2023,81577.59,1.42,3.81,6.02,82.9,7.8,7.79,45.38,10.94,100.0,977077676.0
New Zealand,Oceania,High income,2000,42000.0,4.02,3.19,3.66,76.2,5.46,11.3,26.9,11.57,88.44,650386263.0
New Zealand,Oceania,High income,2001,42709.53,1.69,0.5,5.4,80.9,4.22,8.05,35.72,11.7,97.54,258756804.0
New Zealand,Oceania,High income,2002,42899.86,1.07,0.5,6.94,82.1,7.06,9.28,36.26,12.74,76.59,1233808715.0
New Zealand,Oceania,High income,2003,47516.31,4.2,5.32,5.83,76.5,5.74,5.75,37.14,9.53,100.0,1170639870.0
New Zealand,Oceania,High income,2004,49735.52,4.32,5.27,5.86,80.6,5.92,5.98,31.18,7.77,87.71,908386271.0
New Zealand,Oceania,High income,2005,42300.53,0.14,2.93,1.0,78.7,5.97,8.23,44.27,10.14,98.29,31639368.0
New Zealand,Oceania,High income,2006,44945.09,1.14,3.66,3.93,80.8,6.72,7.92,28.69,10.92,84.64,1130148088.0
New Zealand,Oceania,High income,2007,51780.43,3.04,0.83,6.11,78.6,5.1,7.13,25.07,10.05,87.63,803346403.0
New Zealand,Oceania,High income,2008,50075.57,2.22,6.73,1.73,85.2,4.91,8.82,11.44,10.97,80.94,1305715637.0
New Zealand,Oceania,High income,2009,36268.46,-1.62,7.29,1.84,79.8,4.77,9.46,28.17,10.5,100.0,728724698.0
New Zealand,Oceania,High income,2010,56772.28,3.06,1.17,4.27,80.6,5.15,10.35,32.17,11.82,91.86,159200959.0
New Zealand,Oceania,High income,2011,68778.68,4.59,0.5,1.0,78.8,5.62,9.19,15.88,5.24,100.0,1080763059.0
New Zealand,Oceania,High income,2012,90100.68,6.57,3.74,6.95,81.2,5.45,8.62,27.9,11.22,100.0,279453741.0
New Zealand,Oceania,High income,2013,55332.54,2.14,2.83,7.19,83.5,5.55,7.67,39.03,9.97,95.84,1202547800.0
New Zealand,Oceania,High income,2014,59949.64,2.57,4.97,7.98,80.5,5.77,11.52,8.76,8.62,100.0,295357740.0
New Zealand,Oceania,High income,2015,77477.33,4.17,1.98,6.63,80.5,4.25,6.36,34.84,11.02,100.0,1359034065.0
New Zealand,Oceania,High income,2016,57877.45,2.02,0.5,1.77,81.4,4.17,12.16,9.38,8.4,100.0,469679346.0
New Zealand,Oceania,High income,2017,54485.6,1.54,1.54,1.96,81.6,4.39,10.47,44.5,9.56,100.0,726968877.0
New Zealand,Oceania,High income,2018,56407.14,1.65,5.61,3.86,85.2,6.98,8.3,24.97,7.97,100.0,322909564.0
New Zealand,Oceania,High income,2019,41851.34,-0.02,5.69,5.72,80.7,6.72,9.04,31.34,12.29,100.0,1021958681.0
New Zealand,Oceania,High income,2020,11762.27,-6.17,4.24,10.25,81.8,7.5,9.07,41.41,10.59,100.0,172966918.0
New Zealand,Oceania,High income,2021,81242.02,3.19,5.21,6.81,82.4,5.23,7.51,27.74,7.38,100.0,582075565.0
New Zealand,Oceania,High income,2022,117344.95,4.78,5.61,6.06,85.0,5.0,9.8,19.7,14.89,100.0,612587128.0
New Zealand,Oceania,High income,2023,64073.36,1.85,3.47,6.07,80.7,5.43,9.1,22.44,7.86,100.0,225141324.0
